"ID","DemAffl","DemAge","DemGender","PromClass","PromSpend","PromTime","TargetBuy"
3731464,14,48,"F","Silver",3900,4,1
40915559,7,43,"F","Tin",0.01,5,0
43667823,3,54,"F","Silver",1600,5,0
407364,6,55,"F","Silver",5000,4,1
12174831,14,67,"M","Silver",2000,21,0
39690705,9,NA,NA,"Tin",0.01,10,0
44539640,11,37,"F","Gold",9106.7,6,1
18508588,9,57,"M","Gold",6000,6,0
4751884,6,64,"F","Silver",1500,1,0
8514674,5,35,"M","Tin",0.01,5,0
10097694,10,52,"F","Gold",6000,3,0
28661672,9,79,"M","Gold",7000,7,0
30499143,7,30,"F","Silver",1620,5,1
40932860,11,49,NA,"Tin",0.01,5,0
44849712,8,46,"F","Tin",0.01,8,1
49627343,21,35,"F","Tin",0.01,8,1
37425249,14,68,"F","Silver",3000,8,1
48703380,8,38,"F","Tin",0.01,4,1
34348227,6,50,"M","Tin",0.01,8,0
41281162,9,39,NA,"Gold",7757.19,11,0
13936360,9,37,NA,"Tin",0.01,7,0
6746462,19,51,"F","Tin",0.01,5,1
39850923,15,69,"F","Tin",0.01,8,0
18120997,11,51,NA,"Gold",14000,3,1
22629661,9,60,"M","Tin",0.01,9,0
13691902,7,65,NA,"Tin",0.01,9,0
22339647,10,NA,"U","Silver",4553.34,7,0
7884389,8,49,"U","Tin",0.01,4,0
28649303,11,59,"F","Tin",0.01,5,1
35957650,10,50,"U","Silver",1000,8,0
33136773,NA,59,"M","Silver",3000.01,8,0
32809030,14,62,"F","Silver",2000,5,1
52757525,9,71,"M","Silver",800,1,0
47330793,9,42,"F","Tin",0.01,6,1
41371013,12,39,"F","Silver",1000.01,8,1
45062988,5,30,"M","Tin",0.01,4,0
11071966,4,58,"F","Silver",1040.01,5,0
10066071,9,66,"M","Gold",14800.32,14,0
3635465,7,47,"F","Tin",0.01,8,0
49184220,6,NA,"F","Gold",8553.34,4,0
20184441,7,64,NA,"Silver",500,9,0
15886131,12,47,"F","Gold",6053.35,6,1
51253302,2,61,"U","Silver",100,4,0
30867444,9,67,"F","Tin",0.01,5,0
12691569,3,34,"M","Silver",2000,5,0
35989269,11,42,"F","Tin",0.01,4,1
25949527,11,49,"M","Tin",0.01,4,0
3907619,6,31,"F","Gold",6000,5,1
41671696,6,NA,"F","Gold",12000.01,8,0
8137005,3,58,"F","Tin",0.01,5,0
43465619,7,51,"F","Gold",10000,1,0
33710712,17,54,"M","Tin",0.01,4,0
213241,5,57,"F","Gold",12000,1,0
44070561,11,NA,"F","Tin",0.01,9,0
3637530,14,62,"M","Silver",2000,5,0
34678030,7,45,"F","Silver",100,1,0
13648543,8,72,"F","Silver",600,9,1
8758972,6,74,"F","Silver",4889.6,11,0
28970187,13,31,"F","Tin",0.01,5,1
35276645,7,40,"M","Gold",5035.1,7,0
43360876,6,59,NA,"Gold",6053.35,10,0
21508089,13,58,"F","Tin",0.01,6,1
10154779,15,57,"M","Gold",5180,9,0
11956755,7,63,"F","Tin",0.01,7,0
3505642,10,37,"F","Tin",0.01,5,0
6269893,10,64,"F","Silver",5000,5,0
10058273,4,42,"F","Tin",0.01,7,1
49223056,7,68,"M","Gold",12000,20,1
28728351,11,65,"F","Silver",2200,4,0
33643446,15,38,"F","Silver",19.39,10,1
31905788,20,30,"F","Silver",600,4,1
30656249,8,73,"U","Gold",7400,8,0
46268458,NA,53,"U","Gold",6035.35,7,0
31384885,10,50,"F","Silver",500,4,0
71986,8,62,"F","Silver",1000,5,1
34033064,NA,53,"M","Gold",6000,2,1
4735552,9,47,"U","Tin",0.01,4,0
35893105,9,40,"M","Gold",6105.32,7,0
30614333,5,68,NA,"Silver",1800,9,0
45377580,10,62,"F","Gold",6000,3,0
35010548,9,73,"F","Tin",0.01,5,0
17357322,7,57,"F","Gold",6000,3,0
9060510,7,64,"U","Gold",10300,4,0
13820273,8,72,NA,"Silver",420.02,6,0
33469322,9,49,"M","Tin",0.01,8,1
4968573,9,50,"F","Gold",7500,3,0
47383960,8,33,"F","Silver",1200.01,7,1
9646655,3,45,"F","Tin",0.01,5,0
32768296,NA,42,"M","Silver",50.01,8,0
34450323,NA,52,"M","Silver",2500,9,1
8640432,5,63,"F","Gold",10000,4,0
52690935,10,43,NA,"Silver",1500,6,0
47584795,12,65,"F","Tin",0.01,5,0
22247122,12,49,"F","Tin",0.01,7,0
27322084,8,38,NA,"Silver",4884,3,0
52358647,9,NA,"F","Silver",3000,3,0
9117733,NA,NA,"U","Gold",18633.51,3,0
17804477,14,40,"F","Silver",2500,6,1
28607104,7,43,"F","Tin",0.01,4,0
44595427,8,72,"F","Silver",3800,10,0
45635147,8,44,"F","Silver",2480,9,0
30104009,7,62,"F","Gold",12000,8,0
154040,11,52,"M","Tin",0.01,9,0
13805681,6,66,"M","Tin",0.01,8,0
7928939,11,51,"F","Tin",0.01,NA,0
16452178,8,66,"F","Tin",0.01,11,1
38688049,NA,69,"M","Platinum",30000,4,0
52234140,14,38,"F","Tin",0.01,8,1
14171465,7,54,NA,"Platinum",20600,8,0
1018361,5,72,"U","Gold",6000,2,0
31770114,9,57,"F","Tin",0.01,4,0
33569122,9,73,"M","Gold",15000,4,0
9795022,6,52,"U","Tin",0.01,4,0
44704773,NA,51,"F","Silver",2000,1,0
42317071,9,48,"F","Tin",0.01,4,0
5585600,7,60,"M","Gold",6000,4,0
6383742,12,67,"M","Silver",1000,1,0
40902970,5,47,"M","Silver",500,13,0
36107197,2,NA,NA,"Gold",6000,1,0
47072662,11,NA,"F","Tin",0.01,10,1
13369113,4,71,"U","Gold",6053.34,4,0
50267296,11,71,"U","Silver",3000,15,0
46930517,5,70,NA,"Gold",6000,2,0
15319423,7,74,"F","Silver",2500,30,0
2331160,NA,37,"F","Tin",0.01,5,0
10176969,11,61,"F","Gold",12000,2,0
10211128,3,77,NA,"Silver",2000,5,0
24653187,5,47,"F","Gold",8405,1,0
17315522,6,55,"U","Tin",0.01,4,1
13486144,7,49,"U","Silver",0.02,8,0
2972719,2,58,"F","Gold",6550,12,0
47051851,9,42,NA,"Silver",3000.01,8,1
17378575,7,NA,"F","Silver",2004.62,4,0
16450531,9,66,NA,"Gold",7500,15,0
29713471,5,63,"M","Gold",11755.49,4,0
45574385,7,42,NA,"Gold",13000,3,0
39859688,7,44,"F","Tin",0.01,5,1
7932219,12,74,"M","Platinum",22000,24,0
3609367,9,76,"M","Platinum",22025,4,0
13412701,8,65,"U","Gold",7500,13,0
25335979,9,67,"F","Gold",6000,2,0
42491551,3,56,"F","Silver",3000,11,0
48329063,9,59,"M","Gold",15053.35,5,1
8324107,7,35,"F","Tin",0.01,5,1
35799672,14,44,"F","Silver",1260.58,11,1
24892491,10,44,"F","Tin",0.01,5,0
17837936,NA,72,"F","Silver",2000,4,0
9985514,5,57,"M","Tin",0.01,10,0
46210948,5,60,"F","Gold",12000,3,1
15642534,NA,41,"F","Silver",3000,5,1
39540207,NA,52,"M","Silver",2500,4,0
33681097,10,30,"F","Platinum",66202.36,7,1
33666020,3,54,"F","Silver",4000,1,0
46942116,21,29,"F","Silver",630,3,1
35154337,6,79,"M","Silver",3000,31,0
27788458,8,71,"F","Gold",12000,6,0
18192483,10,51,"F","Tin",0.01,5,0
52140803,9,58,"F","Silver",1000,5,0
9518258,8,34,"F","Tin",0.01,5,1
28973194,8,45,"F","Silver",2000,1,0
36914769,7,45,"F","Tin",0.01,5,0
11202173,10,49,"F","Silver",2.24,8,0
34977631,2,67,"U","Tin",0.01,8,0
41326956,9,47,"F","Tin",0.01,5,1
13584502,13,NA,"F","Silver",1200,9,1
34618097,12,53,"M","Silver",2400,8,0
45744426,12,74,"F","Gold",6000,0,0
26255308,11,54,"F","Silver",420,8,0
10783385,13,55,"F","Silver",5000,5,0
17291704,4,78,"F","Gold",6053.34,4,0
34271674,14,31,"F","Tin",0.01,5,1
43184458,11,69,NA,"Silver",3443.18,5,0
32604722,12,61,"F","Tin",0.01,4,1
36957204,5,37,"F","Tin",0.01,5,0
35220097,13,38,"F","Tin",0.01,4,1
21605017,7,74,"F","Gold",10884.25,8,0
16579054,6,76,"F","Gold",6000,2,0
10035044,9,68,"U","Gold",11000,25,0
31262139,6,58,"F","Silver",500,10,0
46225422,8,38,"M","Gold",6053.34,4,1
6223141,10,38,NA,"Tin",0.01,4,1
41827998,9,57,"M","Platinum",30088.81,12,0
52834376,15,73,"U","Gold",6053.06,12,0
22091173,9,67,"U","Silver",2000,5,0
18647456,7,56,"F","Silver",300,2,0
33050348,15,52,"F","Silver",2000,5,1
4045467,8,54,"F","Silver",4000,11,0
13093827,12,48,"F","Tin",0.01,7,0
16399277,10,31,NA,"Tin",0.01,4,0
26907593,8,40,"F","Tin",0.01,5,0
18603572,7,65,"F","Gold",6000,2,0
45657337,25,38,"F","Tin",0.01,5,1
28441451,15,59,"M","Tin",0.01,8,1
15454371,9,54,"M","Gold",16000,4,0
4757475,9,29,NA,"Silver",3000,5,0
30215382,10,NA,"M","Tin",0.01,5,1
17267072,10,69,"F","Gold",6000,3,0
46868773,9,45,NA,"Gold",10000,4,0
12421634,10,NA,"F","Silver",1000,9,0
36236540,13,46,"M","Gold",7500,2,0
42464783,13,37,"F","Tin",0.01,4,0
25846752,7,59,"U","Tin",0.01,5,0
49266847,5,48,"F","Tin",0.01,8,0
42667900,8,47,"F","Tin",0.01,NA,0
11194472,14,37,"F","Tin",0.01,NA,1
29388902,8,63,"F","Silver",4600,2,1
18961878,5,58,NA,"Gold",6000,1,0
52030552,10,37,"F","Tin",0.01,8,1
45569802,9,37,"F","Silver",600,1,1
17268591,8,39,"F","Silver",50.01,8,0
33340389,11,70,"M","Gold",18000,8,0
1745654,NA,59,"F","Tin",0.01,5,1
9954317,2,47,"M","Tin",0.01,10,0
42071072,11,47,"F","Silver",500,8,1
32745709,8,35,"F","Tin",0.01,8,1
7147430,13,26,"F","Silver",1250,1,1
11827831,7,42,"F","Silver",100,1,0
38490699,7,47,"F","Silver",600,11,0
39228831,3,66,"F","Silver",3000,17,1
13165925,6,61,"M","Tin",0.01,8,0
9587519,6,NA,NA,"Gold",6000,2,0
15452034,7,NA,"U","Gold",12035.56,4,0
12376620,8,40,"U","Silver",360,9,0
26127237,9,44,"F","Silver",241.46,3,1
40120580,5,35,"M","Silver",300,9,0
25436643,10,75,NA,"Gold",6053.35,7,0
16405781,10,32,"M","Tin",0.01,7,0
33116799,7,68,"M","Gold",7500,4,0
23631465,7,64,"F","Gold",6000,5,0
12960578,19,36,"F","Tin",0.01,5,1
15566692,9,77,"F","Silver",1500,3,0
17839270,7,45,"M","Tin",0.01,10,0
51028988,6,39,"F","Silver",2000,8,1
15824004,6,46,"M","Tin",0.01,8,0
8154007,4,65,"M","Silver",3000,8,0
41829591,7,78,"M","Gold",6000,14,0
30904196,12,75,"M","Silver",3000,8,1
48257577,14,61,"U","Silver",1000,5,0
38095897,10,66,"M","Platinum",40000,4,0
43248561,18,49,"F","Gold",10880.5,8,1
3857778,10,53,"F","Silver",3200,8,0
44679450,14,48,"F","Platinum",20721.16,3,1
18189768,25,37,"F","Silver",3500,5,1
3635848,11,52,"M","Gold",6052.65,8,0
15146200,NA,69,"F","Silver",3000,8,0
32481116,13,37,"F","Tin",0.01,NA,1
31823420,6,54,"U","Silver",600,8,0
33616333,5,60,"F","Gold",20000,4,0
9376909,8,70,NA,"Silver",2420,5,0
26986957,11,28,"M","Tin",0.01,5,0
9845607,7,48,NA,"Silver",619.42,10,0
18061702,4,41,"M","Tin",0.01,7,0
6510396,10,53,"F","Gold",6053.35,7,0
33370040,NA,61,"U","Silver",3000,7,0
1245880,7,41,NA,"Tin",0.01,9,0
50991822,7,60,"M","Silver",2700,5,0
52072395,10,35,NA,"Gold",13500,9,1
44009757,6,68,"F","Gold",6000,2,0
26701537,10,38,"F","Silver",300,9,1
52383897,8,74,"F","Silver",1000,NA,1
49484984,6,66,"F","Gold",10842.12,10,0
13227785,7,58,"M","Silver",50.01,8,0
12517887,17,41,"F","Tin",0.01,4,1
25357441,8,NA,"F","Gold",11400,8,0
40914498,13,66,"M","Silver",1000,4,0
52579708,7,48,"F","Gold",8500,14,0
1872664,4,49,"F","Tin",0.01,NA,0
12327484,7,65,"F","Platinum",20472.84,3,0
6965547,9,47,"F","Gold",6053.35,7,0
50025365,12,46,"F","Gold",13420,5,1
34813221,8,55,"F","Gold",6255.4,8,0
11499133,10,48,"F","Silver",3824.7,9,0
50827640,7,48,"F","Silver",50,9,0
34511896,9,57,"M","Gold",6053.34,NA,1
28925785,9,55,NA,"Gold",5997.75,1,0
37884359,23,29,"F","Tin",0.01,5,1
45335771,21,54,"M","Tin",0.01,9,1
1439030,11,47,"M","Silver",1200,11,0
6545610,7,58,"M","Silver",3000,18,0
44157969,6,64,"M","Gold",18053.35,6,0
24878634,14,59,NA,"Silver",1869.04,8,1
50823113,12,38,"F","Tin",0.01,4,1
34234574,11,75,"F","Gold",9000,5,1
45703541,8,69,NA,"Silver",1952.2,6,0
38892193,7,76,"F","Silver",3426.88,23,0
39933969,6,54,"U","Silver",1000,4,0
351482,6,43,"F","Gold",6000,2,0
15439453,2,53,"F","Tin",0.01,4,0
9753826,7,77,"F","Gold",5037.5,5,0
3477177,7,47,"M","Tin",0.01,8,0
30685729,9,36,"F","Tin",0.01,10,1
39672014,9,46,"F","Silver",200.01,8,0
30199018,13,45,"F","Gold",18088.81,11,0
29159369,8,49,NA,"Tin",0.01,9,0
28414152,8,51,"F","Silver",900,9,0
33645724,9,74,"F","Platinum",25884.25,8,0
43349970,8,36,"F","Gold",6000,1,1
47591465,10,69,"F","Silver",2000,8,0
10028358,18,55,"F","Silver",3000,7,0
20843666,8,77,"M","Gold",6000,2,0
14478145,6,51,"M","Tin",0.01,5,0
32841880,7,62,"M","Silver",1500,5,0
17708664,4,76,"F","Silver",5000,5,0
18433103,9,61,"F","Silver",1500,1,1
51323238,NA,55,"F","Silver",2700,5,0
33020279,3,54,"M","Silver",5000,4,0
3556344,11,50,NA,"Tin",0.01,5,0
30431832,8,62,"F","Silver",1000,9,0
2452650,6,50,"M","Silver",1000,6,0
8456208,NA,64,"F","Tin",0.01,7,1
34988978,7,44,"F","Silver",10.87,3,0
30730775,11,44,"U","Gold",6000,17,0
2124033,11,62,"F","Gold",12000,2,0
50173739,6,60,"F","Gold",6000,1,0
4753100,6,47,"U","Tin",0.01,4,0
34702985,9,66,"F","Gold",6000,5,1
29820073,NA,67,NA,"Silver",2000,9,0
8853681,NA,48,"F","Tin",0.01,5,0
33699700,7,45,"U","Tin",0.01,6,0
46603966,7,46,NA,"Silver",1000,5,0
13463608,6,38,"F","Gold",6000,2,0
40500111,9,45,"F","Tin",0.01,8,0
37557382,10,48,"M","Silver",100.01,9,1
7992513,6,71,"F","Silver",2000,12,0
47481600,5,37,"F","Tin",0.01,5,1
37591530,23,54,"F","Silver",2500,3,1
17613876,8,68,"F","Tin",0.01,5,1
35352376,15,38,"M","Tin",0.01,4,0
43189174,4,47,"M","Tin",0.01,5,1
3599353,6,45,"U","Silver",1000,1,0
49131640,8,46,"U","Silver",4765.51,8,0
14821656,10,63,"M","Platinum",25000,16,0
23474254,7,60,NA,"Tin",0.01,7,0
57002,7,72,"F","Platinum",20526.96,3,0
16031962,8,62,"M","Tin",0.01,8,0
252646,3,45,"F","Silver",100.01,9,0
6702201,16,44,"F","Silver",500,10,1
35365192,8,78,"F","Gold",7950,21,0
43097482,13,44,"M","Platinum",24105.33,7,1
33697406,5,42,"F","Gold",13298.93,9,0
34745234,8,61,"U","Tin",0.01,5,0
17064775,11,76,"M","Silver",600,5,0
28859731,NA,23,"F","Silver",2000,3,1
42650579,13,58,"M","Tin",0.01,8,0
5886,14,43,"F","Gold",6000,1,1
31832594,5,71,"F","Gold",12212.96,7,0
15095894,7,47,"F","Gold",6053.34,4,0
26888165,NA,44,"F","Tin",0.01,8,1
15034372,13,59,"M","Gold",7900,11,0
26964678,8,64,"F","Gold",10000,29,0
49538987,9,34,"F","Tin",0.01,4,0
1276417,9,48,"F","Tin",0.01,5,1
4869540,13,77,"F","Gold",18053.35,25,0
52149606,7,54,"F","Gold",8000,2,1
6228372,7,46,"M","Tin",0.01,5,0
15031403,9,39,"U","Tin",0.01,11,0
31467500,10,39,"F","Tin",0.01,5,1
24657352,3,NA,"F","Gold",6000,2,0
14378337,10,65,"U","Gold",6634.93,29,0
9912940,9,NA,"M","Tin",0.01,5,0
49783922,NA,35,"F","Silver",300,9,1
17463017,6,54,"F","Gold",6000,2,0
41044586,7,52,NA,"Gold",9053.35,7,0
3752682,6,44,"U","Tin",0.01,5,0
21435111,7,55,"F","Gold",12900,8,0
15575748,4,58,"F","Gold",6000,5,0
17843588,9,NA,"F","Gold",6000,4,0
40071245,10,77,NA,"Gold",10000,NA,0
47631262,14,39,"F","Tin",0.01,7,1
18761550,8,52,"M","Silver",550,9,0
37078573,8,61,NA,"Silver",420,7,0
16572165,3,55,"U","Silver",1000,5,0
27068765,2,NA,"F","Gold",6000,2,0
43719440,9,58,"F","Platinum",20369.93,3,1
3802043,9,42,NA,"Silver",1100,9,0
31539412,NA,32,"F","Tin",0.01,5,0
11726199,11,50,"F","Tin",0.01,5,0
18611230,5,48,"M","Tin",0.01,7,0
1873539,8,49,"F","Tin",0.01,8,0
40367411,9,71,"F","Gold",12000,5,0
16295560,8,53,NA,"Tin",0.01,4,0
39843161,11,38,"F","Tin",0.01,9,1
51093399,10,35,"F","Silver",0.02,5,0
14444739,15,66,"F","Silver",951.91,32,0
22810250,10,49,"U","Tin",0.01,8,0
18640923,6,44,"U","Silver",500,9,0
27532704,7,NA,"F","Silver",1500,1,1
10199292,10,32,"F","Gold",6000,4,0
28757041,10,NA,"F","Silver",3000,8,0
16763564,12,58,"U","Silver",1000,4,0
1983636,9,37,"F","Silver",420,1,1
25718819,8,55,"U","Tin",0.01,10,0
32481302,4,43,NA,"Tin",0.01,5,0
282057,7,37,"F","Tin",0.01,5,0
21805229,5,75,NA,"Silver",500,13,0
14805499,19,61,"F","Tin",0.01,5,1
4443039,4,72,NA,"Gold",6000,2,0
38630334,8,43,"M","Silver",1000,1,0
8530378,8,64,"F","Gold",6000,2,0
44630885,11,55,"U","Tin",0.01,7,0
26856743,4,45,"F","Silver",1000,5,0
39480697,8,NA,"M","Tin",0.01,8,0
41160896,4,60,"F","Silver",5000,5,0
18497225,14,48,"U","Platinum",1e+05,1,1
11898275,7,59,"M","Tin",0.01,5,0
35146849,12,62,"F","Gold",6105.32,7,1
5575613,7,NA,"M","Silver",1920,4,0
40463909,7,79,"M","Silver",3052.66,7,0
4541359,9,66,"U","Tin",0.01,5,0
25322486,4,47,"F","Gold",8800,8,0
7459017,4,51,"F","Tin",0.01,6,0
39592029,9,63,"M","Tin",0.01,5,0
36889250,7,NA,"F","Silver",480,NA,0
27167895,NA,73,"M","Gold",18000,10,0
31924251,9,60,"F","Tin",0.01,4,0
34764875,5,NA,"F","Platinum",30000,6,1
467812,13,43,"M","Tin",0.01,5,0
48923313,9,41,"F","Tin",0.01,4,0
37837679,NA,38,"U","Tin",0.01,4,0
7171749,6,53,"F","Tin",0.01,9,0
3872343,7,39,"M","Tin",0.01,5,0
29484677,12,62,"F","Gold",9600,8,0
35064419,9,31,NA,"Silver",1000,5,0
5834031,8,62,"F","Gold",8864.21,19,0
13806890,5,32,"M","Tin",0.01,5,0
32734316,9,NA,"F","Tin",0.01,5,0
3754367,7,50,NA,"Tin",0.01,8,0
14658127,6,37,"F","Gold",7500,3,1
26715031,7,60,"F","Silver",4500,5,0
3555135,11,47,NA,"Gold",6053.35,6,0
3633438,16,55,NA,"Tin",0.01,9,1
29397758,12,56,"U","Silver",100,1,0
52035821,11,51,"F","Silver",4884.25,8,0
9498230,6,50,"M","Gold",10000,3,0
42189820,8,66,"M","Silver",5000,19,1
50665550,18,54,"F","Silver",1200,5,1
6532543,6,53,"M","Silver",1200,5,0
9842322,6,76,"F","Silver",1000,4,0
11343044,10,70,"F","Gold",6000,4,1
46624378,NA,70,"F","Silver",2500.01,11,0
5104769,9,37,"M","Tin",0.01,4,0
8693897,8,50,"F","Silver",1000,4,0
17622387,8,38,"U","Silver",3000,3,0
4395808,NA,53,"F","Silver",3000,8,1
3639738,7,78,"F","Gold",6000,5,0
43257390,8,45,"F","Tin",0.01,5,0
52102243,5,45,"F","Tin",0.01,10,0
21805873,5,56,"F","Silver",2212.96,12,0
908584,9,NA,"M","Gold",6000,6,0
30549035,10,75,"F","Silver",3000,9,0
14401525,9,29,"F","Tin",0.01,6,1
17832624,6,31,"M","Tin",0.01,4,0
25867830,5,54,"U","Tin",0.01,15,0
14975300,9,NA,"M","Silver",600,11,1
50067165,8,76,"F","Tin",0.01,7,0
31977630,7,48,"M","Silver",2000,10,0
28316614,17,39,"U","Tin",0.01,5,1
35886729,15,NA,NA,"Tin",0.01,5,1
36034432,NA,49,"F","Gold",12000,5,1
12882267,7,47,"F","Tin",0.01,5,0
35308482,15,37,"F","Tin",0.01,8,1
40358250,9,60,"F","Silver",1548.22,26,0
25678027,6,76,"F","Silver",1420,11,1
3858669,10,57,"F","Silver",2000,5,0
47189276,7,58,"M","Silver",2000,8,0
27076342,11,33,"F","Tin",0.01,4,1
19571380,NA,47,NA,"Tin",0.01,7,0
22574263,7,60,"U","Tin",0.01,8,0
17422051,8,27,"F","Tin",0.01,4,1
15181413,7,66,"M","Silver",4500,5,0
13736914,9,41,"U","Silver",300,8,0
9745211,8,61,"F","Gold",14000,18,0
10306765,10,43,"M","Silver",3000,3,0
37580295,9,70,"F","Silver",3000,1,0
33647760,6,45,"F","Tin",0.01,5,0
50400883,5,66,"M","Silver",3865.53,9,0
31427789,10,NA,"F","Gold",6000,1,0
37747688,9,44,"M","Silver",4035.56,4,0
3104575,9,NA,"M","Gold",6000,3,0
42919896,8,49,NA,"Gold",11000.01,8,0
44200848,6,45,"F","Silver",1500,2,0
33292970,10,66,"F","Gold",15000,6,0
9717153,9,72,"F","Silver",3200,18,0
29096766,2,54,"M","Gold",6000,10,0
38708341,7,37,"U","Tin",0.01,8,0
38557653,6,43,"U","Tin",0.01,8,0
30314593,11,47,"F","Tin",0.01,9,0
31917280,6,69,"M","Silver",600,9,0
24281468,10,62,"F","Gold",6000,3,0
5938120,13,61,"F","Silver",1500,7,1
30592127,8,NA,NA,"Tin",0.01,7,0
7743580,12,30,"F","Gold",16000,4,0
30208270,6,69,"F","Silver",500.01,8,0
16631439,15,59,"F","Platinum",30554.14,3,0
14849402,8,50,"M","Tin",0.01,5,0
14641267,NA,50,"F","Silver",1000,1,0
34014655,11,47,"F","Tin",0.01,8,1
9710906,NA,71,"F","Silver",600.01,8,1
3486400,8,69,"M","Silver",1420,24,0
52188253,7,60,"F","Tin",0.01,5,0
45289737,6,42,"F","Silver",3000,9,0
7064837,7,62,"F","Gold",6000,5,1
38186833,8,28,"F","Tin",0.01,4,1
30421853,14,74,"M","Gold",8000,13,0
29072719,NA,37,"F","Silver",50,9,1
14433257,16,NA,"F","Gold",6000,4,1
43576887,15,55,"U","Gold",10853.35,7,0
9897798,12,61,"F","Gold",9000,3,0
47598117,8,31,"F","Tin",0.01,5,1
6553672,12,62,"F","Gold",6000,1,0
28972104,6,37,"F","Tin",0.01,8,0
28517768,10,48,NA,"Tin",0.01,5,0
11913428,10,56,NA,"Gold",5800,7,0
30064449,10,55,"M","Platinum",21107.64,4,0
35100210,13,43,"F","Silver",2371.77,9,0
48974295,5,69,"F","Silver",1500,13,0
49342438,13,76,"M","Platinum",20622.81,3,0
48253806,6,71,"F","Gold",6000,2,0
10009876,11,70,"U","Gold",7088.14,11,0
29220955,NA,68,"F","Silver",2350,30,0
9904654,13,69,"F","Gold",10050,4,1
29800145,4,NA,NA,"Gold",5400,18,0
19996942,7,27,"F","Tin",0.01,4,1
12974331,11,56,"F","Platinum",78292.5,4,0
439088,10,55,"M","Tin",0.01,4,0
19956355,7,74,"F","Silver",3000,4,0
33829574,6,67,"M","Gold",14300,8,0
46542002,7,48,"M","Silver",2000,4,0
24734195,3,46,"M","Tin",0.01,5,0
2991403,6,49,"F","Silver",1608,10,0
33154011,13,57,"M","Gold",6000,4,0
13467441,8,NA,"U","Gold",12000,2,0
28660609,10,79,"M","Silver",1000,5,0
38988271,12,68,"F","Silver",500,13,0
26000881,9,68,"F","Silver",3000,11,0
41839767,10,77,"M","Silver",2000,29,0
17528518,8,63,"M","Platinum",20106.7,8,0
42123706,9,NA,"M","Platinum",23020.43,10,0
40917144,14,32,"F","Tin",0.01,4,1
4558251,9,46,NA,"Tin",0.01,4,0
39243148,6,69,"F","Gold",8884.25,8,0
17971721,17,51,"F","Silver",3750,4,1
41987715,12,NA,"F","Gold",6000,12,1
3879623,5,64,"F","Silver",5000,6,0
47245400,9,74,"M","Gold",14236.45,8,0
43403206,7,51,"M","Gold",6000,5,0
3539164,7,69,"M","Platinum",25162.77,4,0
37852414,10,NA,"F","Gold",10105.32,8,0
48449603,7,45,NA,"Tin",0.01,5,0
23433752,9,55,"F","Silver",1200,5,1
4371585,6,61,"F","Gold",6053.35,6,1
39347148,10,49,"U","Gold",5120.28,8,0
7940653,16,54,"F","Tin",0.01,5,0
4761448,9,63,"M","Tin",0.01,9,0
7076495,10,38,"F","Gold",10000,6,1
38104020,9,59,"F","Silver",3000,5,0
8963398,8,74,"F","Silver",50,10,0
6987516,8,71,NA,"Silver",2000,16,0
34080879,7,68,"U","Gold",6053.35,NA,0
48535275,2,46,"F","Gold",6000,2,0
40188940,11,70,"F","Silver",3000,10,0
28685202,6,61,"F","Gold",7053.35,7,1
15616312,15,47,"M","Tin",0.01,5,0
30640822,2,61,"F","Silver",0.02,NA,0
30208904,8,49,"M","Tin",0.01,4,0
31666090,5,31,"F","Tin",0.01,5,0
30384419,14,72,NA,"Platinum",22103.82,8,0
31969999,5,73,NA,"Silver",600,4,0
31731330,12,66,"F","Silver",760.49,8,0
52026474,6,43,"F","Tin",0.01,6,0
10476695,6,65,NA,"Platinum",24106.7,7,0
46889983,4,65,"F","Silver",4420,1,0
44081105,12,35,"F","Tin",0.01,5,1
46285271,13,33,"M","Silver",3150.01,5,0
15765660,13,68,"F","Silver",3000,5,0
37928887,4,61,"F","Gold",12000,8,1
16886186,7,57,"M","Platinum",45000,4,0
45510255,11,50,"F","Silver",600,9,1
41666420,8,57,"M","Tin",0.01,5,0
40144650,6,48,"F","Tin",0.01,5,0
8044066,10,75,NA,"Gold",8000,2,0
8312834,11,68,"F","Tin",0.01,8,1
12603910,13,52,NA,"Silver",1500,10,0
8217602,6,31,"F","Tin",0.01,5,0
9983163,NA,68,"M","Gold",6000,2,0
37150991,8,61,"F","Silver",2000,17,0
26618311,7,59,"M","Silver",360,8,0
14248328,8,55,"F","Gold",6600,8,0
11030968,10,47,"F","Tin",0.01,9,1
8831653,NA,31,"F","Tin",0.01,8,1
33699360,6,74,"F","Gold",6143.47,2,0
29407249,10,43,"F","Tin",0.01,8,0
31872464,13,41,"F","Tin",0.01,7,1
8645124,9,44,"F","Tin",0.01,5,0
39428725,10,NA,"F","Gold",9000,14,1
52614856,3,59,"F","Silver",500,8,0
42131466,8,53,"F","Tin",0.01,5,1
18551831,9,34,"F","Tin",0.01,5,1
50035727,8,71,"F","Gold",6000,1,0
5826454,NA,71,"F","Platinum",23121.23,3,1
34145814,5,71,"M","Gold",9053.35,11,0
38386166,8,73,"F","Gold",12000,4,0
13249088,7,64,NA,"Silver",4780.25,4,0
42852830,11,57,"M","Silver",0.02,8,0
37652105,5,41,NA,"Tin",0.01,5,0
3910415,10,54,NA,"Silver",3000,1,0
41571187,11,58,"M","Gold",8000,2,0
29804043,6,56,"M","Silver",0.02,10,0
16488385,6,34,NA,"Tin",0.01,5,0
